NazwaPodmiotu;Nip;Przeważająca działalność gospodarcza
PRZEDSIĘBIORSTWO BUDOWLANO - INŻYNIERYJNE EKOBUD;6111135545;
Przedsiębiorstwo Handlowe AGROMASZ;6110150548;
PRZEDSIĘBIORSTWO HANDLOWE;6112108728;
PRZEDSIĘBIORSTWO HANDLOWE;6110109557;
PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE;6111835076;
PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ANCER;6111381712;
PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE CERTEN STUDIO;6112439187;
PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE BEA;6112550944;
Przedsiębiorstwo Handlowo - Usługowe;6112754345;
Przedsiębiorstwo Handlowo - Usługowe ZNAK-BIS;6112416051;
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE CEGLIŃSCY;6111306780;
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE;6112370981;
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE;6111201093;
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE;6112803859;
Przedsiębiorstwo Handlowo Usługowe;6141545816;
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE;6112410344;
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE TACH-WAG;6111629388;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ARAN;6111008723;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE CAR - FIX;6111519151;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ELEKTRON;6110052202;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE EU.ROPA;6111814950;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE IWO;6110111867;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KONMET;6112159186;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KONMET;6111018348;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE MANY;6111556577;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE MIRT;6111693831;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ROL-BUD;6111546082;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE AC VOLT;6112378787;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6112686885;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE B i M;6111279422;
Przedsiębiorstwo Handlowo-Usługowe JOLTOM;6111755928;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6161148372;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KSERO-COPY;6111588169;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE TEMPO;6111283116;
Przedsiębiorstwo Handlowo-Usługowe;6110011456;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE WÓZKI WIDŁOWE;6111484524;
PRZEDSIĘBIORSTWO PRODUKCJI I USŁUG PRZEMYSŁU DRZEWNEGO BOZIR;6110153268;
Przedsiębiorstwo Produkcyjno- Handlowo- Usługowe PAPCO;6141498991;
Przedsiębiorstwo Produkcyjno-Handlowe MIT;6111024685;
Przedsiębiorstwo Produkcyjno-Handlowo - Usługowe;6111834415;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE CATANGO;6111522331;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE DAWO;6111015841;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE PARYS;6110103224;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE;6111083860;
PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE JUT;6111836532;
PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE NEON;6151159658;
PRZEDSIĘBIORSTWO REALIZACJI BUDOWNICTWA KOMUNIKACYJNEGO I KOMUNALNEGO PROKOM- INŻ.;6111052428;
PRZEDSIĘBIORSTWO STRZELECKIE SCS;6112290383;
PRZEDSIĘBIORSTWO USŁUGOWE;6112182185;
PRZEDSIĘBIORSTWO USŁUGOWE WAKAT PLUS VIDEO;6111760088;
PRZEDSIĘBIORSTWO USŁUGOWE WAL-BRUK;6112557604;
PRZEDSIĘBIORSTWO USŁUGOWO - HANDLOWE;6112275024;
PRZEDSIĘBIORSTWO USŁUGOWO - HANDLOWE POL - ERGO mgr inż.;6111508704;
PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE STAL;6112261602;
PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE AGNES;6111590901;
PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE RZATA;6111338538;
PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWO-PRODUKCYJNE TOMEL;6111018526;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE NORDPOL;6111788129;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE POLMAR;6130001550;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE WESTPOL;6110200186;
Przedsiębiorstwo Wielobranżowe BLOMBERG;6112444544;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE;6111633674;
PRZEDSIĘBIORSTWO-PRODUKCYJNO-HANDLOWE LENKA;6112310424;
PRZEDSTAWICIELSTWO INŻYNIERYJNO-HANDLOWE SLOT;6111616090;
PRZEKŁADNIA;6112129535;
Praktyka Lekarska;6111332748;
TAXI;6112333402;
RENO-DEV;6112294205;
PRZEWÓZ OSÓB -;6121744671;
Przewóz Osób Taxi;7123036045;
TEJO;6111407156;
Red Sun;8931098956;
USŁUGI BUDOWLANE-;6111783356;
PRZYCHODNIA DLA MAŁYCH ZWIERZĄT LEKARZ WETERYNARII;6111036984;
PRZYCHODNIA SPECJALISTYCZNA TWÓJ CHIRURG;6111024567;
PRZYCHODNIA WETERYNARYJNA ANIMALS LEK. WET.;6591482978;
PRZYCHODNIA WETERYNARYJNA JELWET -;6111513071;
BIURO USŁUG INFORMATYCZNYCH INFO-PARTNER;6111115778;
PSBUD;6112806504;
PSC;6112376222;
PSYCHO-PEDAGOGICZNE WSPOMAGANIE ROZWOJU;6111833976;
ALL;6112408620;
ZAKŁAD USŁUG REMONTOWO-BUDOWLANYCH;6111004889;
GEKKON;6112379568;
U SŁAWKA;6112317604;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111873421;
PUZZI SERWIS;6112690390;
PyCode;8831796112;
JULIAN PYRZANOWSKI SPECJALISTYCZNA PRAKTYKA LEKARSKA - GABINET REUMATOLOGICZNY;6111268938;
BISTRO PIEROGI;6112114723;
QM;7842364338;
Quad Damage;9721227098;
QUAQ TECH;8272203388;
QUEEN;6112830141;
R.W. REMONTY;6111328557;
R9;6161458718;
RA PROJEKT;6111760817;
MODEX;6111463640;
PHU LEGAR;6111444855;
PRZEDSIĘBIORSTWO HANDLOWE. IMPORT-EKSPORT.;6111844862;
ALAN PRZEDSIĘBIORSTWO HANDLOWE;6111456315;
IMPULS;6111101612;
ARTCRAFT;6111014681;
RADCA PRAWNY;6112410048;
RADIX;6112605266;
RADEX ZAKŁAD USŁUG BUDOWLANYCH;6861416099;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE;6111017219;
RADMED;6112251259;
PRYWATNA PRAKTYKA LEKARSKA;8991448236;
KF1-KARTING;6111531962;
Ogrody;6112424725;
- CONTROL CUSTOMS EUROPE;6112634641;
RAF - PAK;6111234201;
RAF-BUD;6111528279;
Firma Usługowa;5771273827;
ZETTASOFT;8361735543;
Raffpe Studio;6112199139;
RAINBOW;6112586474;
F.H.U KATALENA;6111843638;
SERWIS - CB-RADIA I NAPRAWA PLANDEK MAREK;6112457038;
KLAUDIA;6111393023;
USŁUGI OPIEKUŃCZE;6112414141;
RALLY SERVICE TOMASZ ORŁOWSKI-AUTO NAPRAWA;6112419463;
ZAKŁAD WIELOBRANŻOWY UNI-TECH;6112215915;
FIRMA REMONTOWO-BUDOWLANA LESŁAW;6111592053;
RA - MA PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWO-HANDLOWE;6111105165;
ACN;6112671725;
FIRMA HANDLOWO-USŁUGOWA TELE-SYSTEM;7792055249;
RAVEN;6112287292;
DOMICUS;6111726789;
READY 2 GO;6112687850;
GABI;6110001587;
REDHOT;6110107044;
REEFCOLOR;6112555203;
REFLEKSOTERAPIA -;5422531745;
REHABILITACJA DOMOWA I REKREACJA;7731052535;
Rehabilitacja dorosłych i dzieci;6112420839;
REHABILITACJA DZIECI I DOROSŁYCH;6111239279;
REHABILITACJA;6112492135;
REHABILITACJA MGR;6111234750;
REK-PLEX;6141517211;
EVEREST;6112515675;
REMTUR;6111021149;
Indywidualna Praktyka Pielęgniarska;6111773903;
RENAMUS FIRMA BUDOWLANO-INSTALACYJNA;6111636796;
Prywatny Gabinet Ginekologiczny;5651017820;
- NAUCZANIE JĘZYKA ANGIELSKIEGO, TŁUMACZENIA I TERAPIA;6112217015;
NZOZ LABORATORIUM ANALITYCZNE;6111629419;
RENDER;6111069653;
Renesans Tattoo Atelier-;6112822710;
RepTune;6112637639;
RepTune;6112578115;
REROBUD;6112148900;
RESTAURACJA '' MARMOTTA;6111539231;
RESTAURACJA EUROPA - OBIADKOWO;6111535836;
RESTAURACJA ROMA;6112402712;
RETRO SKŁADNICA RENOWACJA STAROCI;6111771152;
REZYDENCJA VILLA NOVA;5252394509;
RFH GROUP;6112557515;
RMS UBEZPIECZENIA;6112300259;
BIURO RACHUNKOWE;6111755561;
Auto Naprawa;6111343947;
TRANSPORT DROGOWY TAXI;6111261178;
ADVENTOR GROUP;6761235168;
ROBOTY BUDOWLANE;6111045055;
ROBOTY OGÓLNOBUDOWLANE;6111305906;
ROGER CARS;5543013506;
USŁUGI TRANSPORTOWE;6112422608;
L E S T E R;9241501257;
FIRMA HANDLOWO-USŁUGOWA;6111011292;
PREMIERE CLASSE;6112362622;
ROMetaloplastyka;6112680322;
ROM-INSTAL;6111350321;
RONNIE'S BEAUTY;6112828954;
ROSA;6112170816;
ROTEON;9482103920;
ROXI STUDIO KOSMETYCZNE;6131410078;
Royal Barbering - Usługi Fryzjersko-Kosmetyczne;6112685911;
ROGER;6111949242;
Rozbiórka i burzenie obiektów budowlanych Roboty Ziemne;6111127480;
CAMBERA FIRMA HANDLOWO-USŁUGOWA;6111729279;
Rozwiązania IT;6112651556;
PAZURY WIEWIÓRY;6112712097;
RPT WOJTASIK;6112581815;
RR-SZUTU;6112422689;
FIRMA HANDLOWO-USŁUGOWA ADEX;6111555721;
GABINET LEKARSKI;6111030585;
RUMIN BEAUTY CENTER;6112685696;
RUMIN;6131412367;
DAGASCO;6112344191;
RUT - POL;6111160224;
STUDIO PILATES;6111192520;
FIRMA HANDLOWA;6112119318;
IMPOL;6110005013;
FIRMA BUDOWLANO-INSTALACYJNA;6141118439;
ZAKŁAD BETONIARSKI;6110050901;
FIRMA USŁUGOWO-HANDLOWA HYDROPULT;6110001570;
FIRMA PROMOTOR;6111741688;
FIZJOTERAPIA I USPRAWNIANIE;6161000497;
Biedrona75;6112259663;
PRZEDSIĘBIORSTWO-PRODUKCYJNO-HANDLOWO-USŁUGOWE AGAPOL IMPORT - EXPORT;6110100295;
FIRMA HANDLOWA;6111622831;
FIRMA INTER;6111457964;
Rzeczoznawca Majątkowy;8491514970;
PRACOWNIA PROJEKTOWANIA ELEKTROENERGETYCZNEGO;6111325174;
PHARMTEK CG;6111898119;
RZEŹBIARNIA;6131497300;
S&O BEAUTY;6112824666;
S.M. TRANSPORT&SERVICE;6112504921;
DOREX;6111742989;
Safora;6111777686;
SALON FRYZJERSKI BOND;6112594924;
SALON FRYZJERSKI;6112233729;
SALON FRYZJERSKI AWANGARDA;6111777568;
SALON FRYZJERSKI DEJA VU;6111060534;
SALON FRYZJERSKI FANABERIA;6112233184;
SALON FRYZJERSKI GLAMOUR;6112350470;
Salon Fryzjerski Monique;6161420242;
SALON FRYZJERSKI PERFEKT;6111321963;
SALON FRYZJERSKI SATYSFAKCJA;6112306658;
SALON FRYZJERSKI STYLOVE PIĘKNO;6112225322;
Salon Fryzjerski U Beaty;6112385971;
SALON FRYZJERSKI YOCO;6111658898;
SALON FRYZJERSKI;6112062943;
SALON FRYZJERSKI DAMSKO-MĘSKI - KOSMETYKA;6111031923;
SALON FRYZJERSKI EMMA;6112249819;
SALON FRYZJERSKI FIGARO;6111165776;
Salon Fryzjerski;6112398643;
SALON FRYZJERSKI LEJDIS & MEN;6112573017;
SALON FRYZJERSKI;6111306194;
SALON FRYZJERSKO-KOSMETYCZNY ARTAN;6111028134;
SALON FRYZUR 'POMPADOUR;6112313463;
SALON GROOMERSKI PUPIL STRZYŻENIE I PIELĘGNACJA PSÓW;6111623210;
SALON KOSMETYCZNO-FRYZJERSKI HEXEN;6112407359;
Salon Kosmetyczny BE BEAUTY NATURAL;6161510985;
SALON KOSMETYCZNY HIPNOZA;6112309591;
SALON ODZIEŻOWY;6112423884;
SALON PIELĘGNACJI ZWIERZĄT;6112621041;
Salon Piękna i Urody;6112733627;
Salon Piłkarski SAPER GOL;6112624660;
Salon stylizacji rzęs Paula;6112813421;
SALON URODY;6111337007;
Salon Urody LIWIA;6112591400;
SALONIK PRASOWY;6112137138;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ELMAR;6111416712;
SAMSARA;6111168094;
TAKSÓWKA NR 208;6111717483;
SAP-BUD;6112503258;
SAPERPO;6141530068;
FIRMA HANDLOWA;6111008203;
MISS PAZUR;6112683639;
SASDOT;6112807142;
SATORI;6112196589;
SAWA CORP;6112600487;
SCAVO;6112498422;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE KOLOR;6111092468;
SCHWARZ PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE;6111386968;
SCHWARZER;6110106754;
SdC;6111732927;
Business Consulting;6112468065;
POMOC UBEZPIECZENIOWO-FINANSOWO-PRAWNA;6112368323;
SEBHAUS;6112785274;
SEB-TOM P.H.U T.MICHALSKI S.KULAS S.C. UDZIAŁOWIEC S.C. OD 01.06.1998 r.;6111087131;
SECRET GARDEN;6111656652;
SECTRO TIMING SYSTEMS;6112369311;
SEDA-TRANS;6161233853;
SEKTOR;7352643746;
EDEX FIRMA HANDLOWO-USŁUGOWA;6111778622;
WYKONAWSTWO WYKOPÓW I WIERCEŃ PRÓBNYCH GEOTECHNIKA;6111037535;
FIRMA HANDLOWO-USŁUGOWA;6842249654;
SensoLudek Gabinet Terapii Integracji Sensorycznej;6112478129;
ZAKŁD OGÓLNOBUDOWLANY MAREK SENYK;6111000584;
FIRMA OGÓLNOBUDOWLANA;6112118098;
SERWIS ANTEN;6112229018;
SERWIS BUDOWLANY;6112626334;
Serwis Electronic Control;6112789622;
Serwis Elektroniczny B&P;6111048757;
SERWIS SAMOCHODOWY;6112293246;
SerwisPCB;6112728566;
SEVEN NINE ELEVEN;8942988323;
SHE;6111426923;
SiarBud;6111114945;
SIBIT SYSTEMY INFORMATYCZNE;6111457421;
JACEK SIEJA, USŁUGI TRANSPORTOWE.;5691431916;
J&Z USŁUGI REMONTOWO-BUDOWLANE;6121345020;
DARO;6112056457;
ROB-BUDOWNICZY;5961188378;
TRANSPORT CIĘŻAROWY;6111052581;
VICTORIA MARCIN SITARZ USŁUGI REMONTOWO-WYKOŃCZENIOWE;6112536536;
MEGA TRADE & SUPPLIES - M.T.&.S.;6112422146;
SK Invest;6112837321;
SKALO -;6112627718;
SK-ARCHITEKCI;6112333394;
SKIBA -;6121630447;
SKILL;6111167321;
SKILLHOUSE;6112531823;
Skin Care;6112830365;
Sklep z Bielizną U Edyty;6161139025;
SKLEP ELEGANT;6110153860;
SKLEP MARIOLA -;6111026141;
SKLEP PANTEON;6111077546;
SKLEP STYL;6111187051;
SKLEP ARKADIA;6111050033;
SKLEP FIRMOWY;6111045032;
SKLEP GOSP. DOM. BOGNA;6110151967;
SKLEP MEDYCZNY;6111422641;
SKLEP MIĘSNY -;6111125280;
SKLEP ODZIEŻOWY WIESZAK;6112487708;
SKLEP OGÓLNOSPOŻYWCZY;6111021988;
SKLEP PRZEMYSŁOWY;6111052210;
SKLEP RYBNY - RYBY STANISZÓW;6112627492;
Sklep Spożywczo Przemysłowy;6112286594;
SKLEP SPOŻYWCZO-PRZEMYSŁOWY;6111001767;
SKLEP SPOŻYWCZY;6111340647;
SKLEP SPOŻYWCZY EWA BOGUMIŁA POTOCKA;6111737385;
SKLEP TEKSTYLNO-ODZIEŻOWY KAROLINKA;6112143274;
SKLEP WĘDKARSKI ADAŚ;6112319359;
SKLEP WIELOBRANŻOWY -;6111005392;
SKLEP ZOOLOGICZNO-WĘDKARSKI;6111413300;
SKLEP ZOOLOGICZNY SIERŚCIUCH;8862859724;
SKŁAD OPAŁU DAN-ZŁOM;6112138304;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;6111080703;
KANCELARIA RADCY PRAWNEGO;6951017799;
FIRMA HANDLOWA;6111758157;
FIRMA HANDLOWO-USŁUGOWA;6111481804;
JURDING;6110152010;
MARIO-BUD;6911034225;
SLOVIANKA BEAUTY STUDIO;6112822526;
SLPW;6112810138;
TRANSPORT MIĘDZYNARODOWY;6112367996;
FIRMA TRANSPORTOWA;6111434526;
Słodka sprawa;6112720292;
SKLEP BRANŻY PRZEMYSŁOWEJ UNIKAT;6110109818;
MECHANIKA POJAZDOWA - NAPRAWA U KLIENTA;6111098519;
Słoiki Catering w Szkle;6112812901;
SŁOWEM. TERAPIA.;6111247586;
HOTEL WENUS;6110010681;
PSD Nr 1 FIRMA HANDLOWA;6111115956;
SMAJKER;6112155828;
Smart&Clever Solutions;6941593314;
SMC;6112711353;
SARA;6111494132;
Smib;6112827736;
SMOK JOANNA FIRMA USŁUGOWA;6111800391;
SARMINA PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111035714;
SMOOTHLESS;6112803598;
ZAKŁAD PRODUKCJI WODY DEMINERALIZOWANEJ;6111078362;
FIRMA INA;9241012570;
TRANSPORT OSOBOWY;6111045003;
FIRMA HANDLOWO-USŁUGOWA;6111027732;
ZAKŁAD REMONTOWO-BUDOWLANY I INSTALATORSTWA ELEKTRYCZNEGO;6111046066;
FIRMA HANDLOWA;6111530454;
AGENCJA MUZYCZNA COCONS CLUB;6141113608;
MARCIU FIRMA USŁUGOWO-HANDLOWA;6111050062;
POLDOM;6111364872;
D & M PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111147407;
SODA IT,;6181840680;
SOIA Ceramika;6112730304;
TAKSÓWKA OSOBOWA;6111010163;
FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA WIMAR;6111096153;
SOLARPROFIT;6112370952;
SOLIDMECH;6112835701;
ARET;6111689367;
PRZEDSIĘBIORSTWO WIELOBRANŻOWE ESKA;6111800787;
SOMEBUYS;6112819151;
SOPL-BUD;6112573715;
P.H.U;6111399221;
SORRISO;6112618671;
SOS IGIEŁKA;6111553314;
GRAŻYNA SOSNOWSKA;6511421102;
Sova-Beauty;6111481454;
SPA DLA PSA;6112828960;
SPA GROUP;6112414603;
SPEC.BUD;6111480868;
SPECJALISTYCZNA PRAKTYKA LEKARSKA INTERNISTYCZNO - KARDIOLOGICZNA;6151169585;
SPECJALISTYCZNA PRAKTYKA LEKARSKA;8992289165;
SPECJALISTYCZNA PRAKTYKA LEKARSKA;6941625801;
SPECJALISTYCZNA PRAKTYKA LEKARSKA LEK.;6111842544;
SPECJALISTYCZNA PRAKTYKA LEKARSKA lek.med;6111251464;
SPECJALISTYCZNA PRAKTYKA LEKARSKA;6111797134;
Specjalistyczna Praktyka Lekarska;6941022416;
SPECJALISTYCZNA PRAKTYKA STOMATOLOGICZNA;6111047947;
SPECJALISTYCZNA PRAKTYKA UROLOGICZNA LEK. MED.;6111346213;
SPECJALISTYCZNE USŁUGI NEUROLOGOPEDYCZNO-TERAPEUTYCZNE;9241853536;
SPECJALISTYCZNY GABINET INTERNISTYCZNY;6111087639;
SPECJALISTYCZNY GABINET LEKARSKI CHIRURGII ORTOPEDYCZNEJ;6111045598;
Specjalistyczny Gabinet Lekarski;6111024544;
SPECJALISTYCZNY GABINET LEKARSKI LEK.;6112440380;
SPECJALISTYCZNY GABINET LOGOPEDYCZNY;6131480073;
SPECJALISTYCZNY GABINET PEDIATRYCZNY lek. med.;6111047893;
Specjalistyczny Zakład Optyczno - Optometryczny;6112383340;
Spec-Poż Serwis Przeciwpożarowy,;6111244895;
BAR Ara;6111114980;
ARA PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6112461413;
USŁUGI OGÓLNOBUDOWLANE;6111408687;
Sport Evo;6131448939;
CIĘŻARÓWKA 244;6111469708;
PHU SYLVIA;6111234365;
FIRMA HANDLOWA zarejestrowano na skradziony dowód;6111349074;
STANBUD;6112795806;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE STYL BUD;6111265897;
STANTOM;6112541678;
FIRMA HANDLOWO-USŁUGOWA;6111018555;
STARK POLSKA;6112723497;
Starlab;6112768330;
GoEast FIRMA USŁUGOWO-INFORMACYJNA;;
ZAKŁAD STOLARSKI KORNIK;6112287932;
STEAM TRANSFER;6112786233;
MECHANIKA I ELEKTROMECHANIKA POJAZDOWA;6111046190;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE;6112270191;
STEFANOFF;6110152205;
FIRMA HANDLOWA;6111767771;
STERHOUSE;6112730847;
POMOC DROGOWA;6111684743;
KOMINEK;6111844626;
STM;6112837976;
STO PROCENT;6111769847;
STOARCH;9111505541;
ŚLUSARSTWO;6112296894;
STOLARSTWO;6111103640;
STOLARSTWO-;6111269530;
ZAKŁAD OGÓLNOBUDOWLANY JANO;6111747171;
STOŁÓWKA;6111325470;
Stomatologia Dentor;5991075029;
STOMATOLOGIA CIEPLICE;6112492744;
AgArte;6112320581;
STRADA PRACOWNIA PROJEKTOWA;6112689754;
PAMAS;6111387637;
STRZELNICA;6111402561;
ZAKŁAD REMONTOWO-BUDOWLANY;6112144753;
STUDIO FRYZJERSKIE STYL;6112146172;
STUDIO FRYZJERSKIE VIP;6111395482;
Studio Fryzjersko-Kosmetyczne MILA;6112607325;
STUDIO FRYZUR KRIS;6111273371;
STUDIO FRYZUR LA PASSION;6111045434;
STUDIO FRYZUR M;6111779863;
STUDIO GIEROŃ;6112525449;
STUDIO HAIR2;6112631884;
STUDIO IWONA;7311021657;
STUDIO KOSMETYCZNE FEMINA;6112293051;
STUDIO KOSMETYCZNE I MASAŻU;6112361479;
STUDIO PRESTIŻ;6111477180;
STUDIO PRINT;6111106779;
STUDIO TAŃCA;6111801634;
STUDIO TATUAŻU ARTYSTYCZNEGO SZPILA;6141331512;
STUDIO TATUAŻU FRANK.A.INK;6941692341;
Studio Urody IWONA;6111189707;
STUDIO URODY 77;6112323510;
STUDIO WILLIS;6112450183;
Stylizacja Paznokci;6112648459;
STYLIZACJA PAZNOKCI;6112334301;
Stylizacja paznokci;6161528927;
STYLIZACJA PAZNOKCI;6112768821;
STYLIZACJA PAZNOKCI UNIQUE NAILS;6112800074;
Stylizacja paznokci,;7772614160;
EGZOTYKA;6111042826;
FIRMA HANDLOWO-USŁUGOWA;6111005564;
INCO PRZEDSIĘBIORSTWO INSTALACYJNO-BUDOWLANE;6111846826;
USŁUGI TRANSPORTOWE;6110010988;
ZAKŁAD FRYZJERSKI MĘSKI U WOJTKA;6111831612;
UNIVERSAL TRADING IMPORT-EXPORT;7621041186;
OK ! COMPUTERS FIRMA KOMPUTEROWA;6111317654;
Sudeckie Centrum Motoryzacyjne;6111196529;
SUES;6112433569;
ARMS AGENCJA REKLAMOWA;6112364331;
BIOS BIURO INFORMATYCZNEJ OBSŁUGI SYSTEMÓW;6112438360;
SUM-TAU MEBLE;5961539139;
SUPPORT TRANS;6112828492;
GABINET DENTYSTYCZNY;6111034608;
Swojak;6112704399;
FIRMA HANDLOWA DARIUS MODA;6112222683;
FOTOGRAFIA;6112812723;
Prezentownia Bartkowo;6112451923;
WSPÓLNIK SPÓŁKI CYWILNEJ GRUPOWA PRAKTYKA STOMALOGICZNA;6112379634;
TEAMWORK;6112559968;
SYNTU;6112211478;
BIURO RACHUNKOWE PIT;6111626792;
A & J FIRMA USŁUGOWO-HANDLOWA;6112050101;
MINI SRWIS;6111042507;
EKOWENT PRZEDSIĘBIORSTWO WIELOBRANŻOWE;6442215580;
Szafa Plus;6111498816;
P.P.H.U ANEK ANDRZEJ SZARŻANOWICZ, KRYSTYNA ANNA SZARŻANOWICZ;6111054999;
K & E PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111403230;
PROJEKTOWANIE W BUDOWNICTWIE;6381036793;
SZCZEPCIO PRZEDSIĘBIORSTWO HANDLOWE;6111222149;
SŁODYCZE;6112184126;
AGENT UBEZPIECZENIOWY;6112276271;
SZEHEREZADA -;6112730161;
CENTRUM INTERNETOWE VIRGO;6111866450;
SZKOLENIA JĘZYKOWE;6972067785;
SZKOLENIA USŁUGI WYSOKOŚCIOWE;6941279836;
SZKOŁA JAZDY CHAMPION USŁUGI TRANSPORTOWE;6111572116;
Szkoła Językowa British Centre;6111456835;
SZKOŁA JĘZYKÓW OBCYCH PREMIUM;6951226965;
FIRMA HANDLOWA;6111487959;
USŁUGI TRANSPORTOWE LUCAS;6112246502;
PUB I RESTAURACJA PIWNICE RAJCÓW;8981342298;
SZOMOL;6111122175;
FIRMA HANDLOWA;6111121885;
ELIS;6111628868;
WYKONYWANIE I NAPRAWA PROTEZ ZĘBOWYCH;6111041531;
TRANSPORT - HANDEL;;
PRYWATNE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ASDOM;6110200571;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE SZULC;6111543988;
FIRMA HANDLOWO-USŁUGOWO-MARKETINGOWA EMIS;6111897338;
PHU SZULC-POL JELENIA GÓRA;6112449725;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE STARS;6191537003;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE DIGITRAN;6111381505;
GIZMO;6110151683;
KANCELARIA PODATKOWA;6111087444;
SZUWAREK J.Z. SYSTEMY GRZEWCZE;6112286536;
FIRMA HANDLOWA;6111760912;
- ZAKŁAD USŁUGOWY;6111588790;
GABINET STOMATOLOGICZNY;6112217535;
NIGHT CLUB RITA GRAND ELEKTRONIK;6111808984;
EDEN;6112142694;
AMOR;6111112679;
FIRMA USŁUGOWA, USŁUGI ŚLUSARSKO-SPAWALNICZE, REMONTY BUDOWLANE.;6112400707;
TRANSPORT OSOBOWY TAXI 67;6111052552;
JARUŚ;6112638662;
INDYWIDUALNA PRAKTYKA LEKARSKA;6111175065;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE;6111765648;
OSKAR-CATHERING;6112199777;
ŚNIEŻKA PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE;6111163990;
ŚWIAT CZTERECH ŁAP;6112705714;
ZAKŁAD SZKLARSKI - OPRAWA OBRAZÓW;6111638602;
AGENCJA REKLAMOWO-USŁUGOWA PROJEKT;6112549303;
T.E.;5741323029;
T53;6111220794;
SKLEP;6110107021;
JANKES PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE;6111103930;
TAKSÓWKA NR. 568;6111044937;
TAKSÓWKA OSOBOWA NR 61;6111491369;
TAKSÓWKA OSOBOWA NR 162;6111029719;
